Usuario;Caption;Likes;Imagen;Fecha
carolruizgranados;Lo qué hay detrás de una medalla. Este es mi 4to 70.3, hasta el momento el que más tiempo me ha tomado y sin lugar a dudas el más duro que he hecho. Les contaré lo lindo y lo no tan lindo de esta carrera.  aquí empezamos:SWIM✔️Salida a tiempo y desde la playa, vi a los Elite✔️Agua tranquila, limpia, transparente y fresca✔️A pesar de haber dejado de nadar 5 semanas (por la lesión del nervio radial del brazo izquierdo), tuve mi pace más rápido en aguas abiertas 1:44, completé los 1900 mts en 33 min✔️ No hubo aguas malas (ya me habían picado 2 días antes y es la hora que todavía tengo inflamación y picazón), por si las moscas tenía en la T1 un tarro de vinagre✔️Al salir del agua, corremos sobre un deck donde lado a lado, tenemos a muchas personas apoyándonos, gritando nuestro nombre, nuestro país, y ahí casi al final veo a mi mami que estuvo desde muy temprano acompañándome en esta nueva aventura ✖️Boyas mal ubicadas, las primeras debían estar en línea recta a la salida y fueron ubicadas en diagonal lo que nos agregó a todos muchos metros de más, en mi caso nadé casi 450 mts de más✖️Me dió calambre en los dedos del pie derecho los primeros 600 mts, pero mi cabeza me mantenía enfocada y no pensar en esa molestia, nada de qué preocuparse💭Me sentía poderosa nadando, es lo mío, es mi medio, ir pasando gorritos azules y blancos me hacía sentir aún más confiada, pero definitivamente irme acercándome a los 1900 mts y ver que aún faltaban 2 boyas más y el regreso a la playa, me dejaron con un sin sabor, salí del agua molesta x esos metros de más (en el video se me siente), pero al mismo tiempo orgullosa de mi pace, le preguntaba a quienes me encontraba más adelante cuánto le había marcado el reloj, quería saber que no había sido una falla mía, que no era yo quien se había desviado del recorrido⭐️Súper orgullosa y contenta de haber logrado mi mejor PACE en aguas abiertas 1:44#MedalMonday;331 likes;;July 8, 2019
carolruizgranados;Probando a esta bebé 🧁🦄 💜 en el circuito de mañana!! Listas para el @ironman70.3ecuador •#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR#yoveoconjulbo #Julbo#JulboColombia••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #justtri;356 likes;;July 6, 2019
carolruizgranados;Lo logramos!: a esto vinimos a Puerto López, a ver las ballenas jorobadas que entre Junio y Septiembre, llegan a la costa ecuatoriana desde la fría Antártida en el Sur a las aguas cálidas del Norte buscando condiciones adecuadas para su apareamiento y tener sus crías.  Pudimos ver tanto hembras como machos, las hembras en términos generales son más grandes que los machos y los machos tienen rayada su piel, líneas blancas que evidencian sus cicatrices por haber peleado entre sí por ganar “el amor” de una hembra.  Las hembras regresan al año siguiente al mismo lugar donde su “concebido” su ballenato para dar a luz al nuevo bebé, estos ballenaticos nacen en aguas cálidas porque tienen una delgada capa de grasa que nos les permitiría mantenerse vivos en la fría Antártida.  Sólo basta con adentrarse unos cuantos kilómetros (conté unos 20km en mi @garmin_colombia) para poder verlas.  Y tuvimos la suerte de ver también muchos delfines acompañando a las ballenas jorobadas.;495 likes;;July 5, 2019
carolruizgranados;Y volvimos a mi @nuotoacuario, qué falta me hacia! es duro volver a nadar, sólo alcancé a hacer 1500 mts - pero ahí vamos;820 likes;;July 2, 2019
carolruizgranados;Hoy me costó!, pero lo di todo en el agua ya quede menos preocupada .  Estuve más de 4 semanas sin poder nadar por una lesión en el nervio radial del brazo izquierdo que ocasionó no sólo adormecimiento en él sino también pérdida de fuerza y reflejos, por eso me ha costado tanto, esta semana tuve nataciones cortas de 2:17 y 2:09 /100 mts, hoy en aguas calmadas hice por debajo de 2! Espero mantenerlo el próximo domingo en el @ironman70.3ecuador - ahora si empezamos el #tapering - aproveché para nadar con la misma referencia de #trisuit con el qué correré el próximo domingo, este diseño es de @atletasconcorazon hecho por @suarezclothing y es de la línea PRO, las ventas del mismo son para apoyar la labor de la @fundacionandrea_;520 likes;;June 30, 2019
carolruizgranados;Día de estrenar!! Qué tal este nuevo jersey de la línea AVANT de @suarezclothing?? Se los dejo por aquí en primicia!! ustedes la tienen!!! A partir de este fin de semana podrán encontrar online los nuevos jerseys del REFRESHMENT 2019!! Hoy aproveché para hacer algunos ajustes sobre la bici, por eso solo pude rodar 32 kms - Gracias @jhormanalexandernune por la paciencia y las risas;538 likes;;June 28, 2019
carolruizgranados;Sacando este 🧁 a pasear!En 3 días nos vemos subiendo Minca en el @granfondosierranevada ya está aquí!!!! #melemidoalasierra Pd: sigo poseída por la gripa;493 likes;;June 20, 2019
carolruizgranados;Calor en Barranquilla?! 🔥🔥 noooo, quién dijo? #retopuntoblanco Este top y licra de @puntoblancoathletic simplemente 🔝🔝Hoy 50 min endurance y con esta gripa que me tenía poseída se hace más difícil! Ya estamos a 18 días del @ironman70.3ecuador;548 likes;;June 19, 2019
carolruizgranados;Y con gran orgullo por fin les presento a la nueva bebé! Una maquinota!! Tenía mucho tiempo deseando una bici de Tri y ya por fin está conmigo, este cupcake 🧁 aún no tiene nombre 🦄, pero pronto le daré uno.  Hoy la probé por primera vez en la calle y me encantó! 💜Es una AVOW por supuesto que de @livcyclingcolombia Y como hoy era un día especial, solo por el hecho de tener la oportunidad de estrenarla, me vestí para la ocasión con el jersey más elegante de @suarezclothing que también moría por tenerlo, es el LITE BLACK de la línea PRO! Me sentí como Catwoman!  Aquí se los dejo niñas para que se antojen 🖤🖤🖤•#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR#yoveoconjulbo #Julbo#JulboColombia••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #justtri;752 likes;;June 15, 2019
carolruizgranados;☀️☀️...cuando calienta el sol aquí en la playa...☀️☀️ #SientePB [👙] @puntoblancooficial;926 likes;;June 9, 2019
carolruizgranados;Con o sin 😎?Mi #retopuntoblanco de hoy: cuestas!! @puntoblancoathletic;877 likes;;June 7, 2019
carolruizgranados;Ya en Medellín!! Un pit stop en Bella Café @bellacafebike, desayunito rico y por acá me armaron la bici!;453 likes;;June 1, 2019
carolruizgranados;Un #tbt cargado de buenas vibras para recargarme yo de las mismas en esta recuperación!!!;767 likes;;May 30, 2019
carolruizgranados;🔅GIVEAWAY🔅Quiero agradecer a cada uno de mis 10.000 seguidores por sus corazoncitos (likes), comments, preguntas, recomendaciones y en general por su buena energía!, Y para eso, quiero compartir un SÚPER DESCUENTO DEL 50% EN LA INSCRIPCIÓN REGULAR EN CUALQUIER CATEGORÍA DEL @granfondosierranevada para que digan conmigo #melemidoalaSierraLas condiciones son las siguientes:1. Seguir mi cuenta @carolruizgranados2. Seguir la cuenta @granfondosierranevada3. Darle like a esta publicación4. Tagear en esta publicación con quién te gustaría subir Minca ese día5. El sorteo se realizará el día domingo 19 de Mayo en horas de la tarde a través de un LIVE en mi cuenta6. El ganador será contactado de manera inmediata por DM y le asignaré un código para su inscripción, así que les pido estar atentos7. La inscripción al evento sólo podrá realizarse hasta el día lunes 20 de Mayo a media noche8. Verificaré el cumplimiento de los puntos 1, 2, 3 y 49. Traslados hacia y desde el lugar del evento no se encuentran incluidosNota: Este sorteo no compromete a Instagram;511 likes;;May 16, 2019
carolruizgranados;😃Sonríele a la vida como si de tu foto de perfil de tratara😃;481 likes;;May 15, 2019
carolruizgranados;Y hoy le damos la bienvenida al Giro d’Italia con 💯km y por supuesto no podía faltar mi jersey #GiroEdition de @suarezclothing que me tiene 😍 y mi snack para la bici de @qunno 🌱y terminamos con desayunito en @killabikecafe - aunque debo confesar que me duele todo el cuerpo;443 likes;;May 11, 2019
carolruizgranados;Caro, y tú con qué Team entrenas??? Con el @aethosport !!!!💛🖤💛 a quienes les he confiado la preparación de 2 de mis IM 70.3, ahora vamos por @ironman70.3ecuador #vamosaethos Ayer nadamos en mi @nuotoacuario••#triathlon #trilife #tri365 #3athlonlife #IRONMANtraining #IRONMANtri #SwimBikeRun #justTRI #trigirl #triswimpics #swim #swimmer #swimmingpool #WeLoveTri #swimbikerunworld #speedroad #swim #swimmer #pool #triathlete;751 likes;;May 10, 2019
carolruizgranados;Y con Mayo llega el Giro d‘Italia 🇮🇹, y yo no me podía quedar atrás: qué tal este jersey del #GiroEdition de @suarezclothing - sencillamente hermoso 🌸🌸El Passo Gavia (2618 mt) hace parte de los puertos de montaña más altos de Europa, y de la etapa 16 que inicia en Lovere hasta Ponte di Legno con una distancia total de 226 km.#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR#yoveoconjulbo #Julbo#JulboColombia••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #justtri #PassoGavia #CimaCoppi;2,013 likes;;May 4, 2019
carolruizgranados;Hoy le madrugué al fondo! Siempre nado por las noches en mi @nuotoacuario, pero hoy tenía un trabajito largo que no alcanzaría a hacer, así que pedí auxilio! Y alguien siempre aparece para ayudar, me prestaron una piscina hoy a las 5 am!, claro q me tocó esperar a que terminara de amanecer para poder nadar xq no quería nadar completamente en la oscuridad - pensaba en esto: 🧟‍♂️🐉🐸🐲🐊🦇;534 likes;;May 3, 2019
carolruizgranados;Aprovechando el festivo!! Rodada hoy con los chicos de la @triatlonatlantico_ y @the_power_team_bq 🌟Mi #kitfit de @suarezclothing ••#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR#yoveoconjulbo #Julbo#JulboColombia••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #justtri;906 likes;;May 1, 2019
carolruizgranados;Cierre de la 2da semana de preparación para el @ironman70.3ecuador - 2100 mt 🏊🏼‍♀️ - allá estaremos con @aethosport Estrenando 👙 que me trajo mi sist @catarucape de cumple!! Y mis gafitas de @newnewwaveswimbuoy;676 likes;;April 28, 2019
carolruizgranados;🌟;450 likes;;April 27, 2019
carolruizgranados;Amo mis sábados que inician con buenas rodadas!! ❤️💙 - 88 km ruta Portoazul - Tubará (x la Prosperidad) - Juan de Acosta y regreso x la vía al mar!••#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR#yoveoconjulbo #Julbo#JulboColombia••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #justtri;532 likes;;April 27, 2019
carolruizgranados;"""She is more thana good WOMAN anda good PERSON.She isa beautiful SOULwho carriesLIGHT in her SMILEand LOVE in her BONES."" Feliz semana!!!";1,183 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/56593836_2298768136849553_8924126648728810147_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=04guNdmI0pEAX-2m4yx&oh=8d51ad723ad65edcac17dddf8d78c40c&oe=5EA707C6;April 22, 2019
carolruizgranados;35 and looking fabulous! con @puntoblancoathletic #retopuntoblanco ⚪️⚪️••Feliz cumple a mi!!;788 likes;;April 11, 2019
carolruizgranados;Ahora sí les cuento un poquito de la experiencia en SAI con @xportiva 1️⃣Jueves: salimos a probar nuestras bicis, mi #BlueMulata de @livcyclingcolombia se ve hermosa 2️⃣Vuelo miércoles noche con la Liga de Triatlón del Atlántico3️⃣La experiencia en el vuelo con @vuelawingo fue excelente: nuestras maletas tenían prioridad, nos hicieron sentir demasiado especiales4️⃣Salieron mis dotes de mecánica y por primera vez armo mi bici solita, estoy segura que @jhormanalexandernune se siente muy orgulloso de mi.5️⃣Yo solo ando con puras tesas! #GRLPWR6️⃣Patry Ortega: 🥈sprint, 🥇olímpico (F 50-54) @patri_ortega 7️⃣Kelly Cadena: con quien hice lote en la bici del sprint y que me encantó conocerla @kellycadena 8️⃣Sol González: 🥇sprint, olímpico y #MorganChallenge y 🥈5K (F 40-44) @la_gonzalez 9️⃣Mis barritas favoritas, fueron mi snack y energía durante los 5 días que estuve en la isla @qunno 🔟Sencillamente amo con loca pasión a SUAREZ @suarezclothing y qué tal mis gafas de @julbocolombia que se oscurecen con la intensidad de los rayos del ☀️•••#vamosaethos #YoVeoConJulbo #Julbo #JulboColombia #lentefotocromatico #bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #SAI #beach #justtri;403 likes;;April 8, 2019
carolruizgranados;Viernes: tarde de relax después del Tri distancia sprint - just chillin’Demasiado feliz y a la vez demasiada  cansada, aquí vamos!!;1,179 likes;;March 30, 2019
carolruizgranados;Un #tbt demasiado especial y lleno de amor, sacrificios y dedicación.  Atletas con Corazón corriendo el domingo pasado en la 2da versión del Triatlón de la Esperanza por nuestros verdaderos superhéroes, los niños de la @fundacionandrea_ .  Prometo siempre participar en ella: ya sea corriéndola, como voluntario o como organizador.  Al final, la recompensa: una medalla hecha por los niños y colgada en nuestro cuello por ellos, la mía me la entregó Sofi.  Los esperamos en la próxima versión.  Gracias a los niños, a sus familias, a la fundación, a los voluntarios, a los deportistas que participaron, a los patrocinadores por este evento que tiene como fin la más genuina de las intenciones: AYUDAR.  Y tú también lo puedes hacer.  Lo que genera este evento en materia económica se destina en un 100% a la fundación.;735 likes;;March 21, 2019
carolruizgranados;"1er entrenamiento en el simulador con el nuevo FTP; mi sensaciones = 💀🤮Pero segura que vale la pena #vamosaethos";853 likes;;March 19, 2019
carolruizgranados;Cerrando el día con mi amada natación, mi primer deporte. Nunca es tarde para aprender a nadar, niños y adultos pueden hacerlo en @nuotoacuario, yo también nado ahí, pero hago uso del “tiempo libre”, los profes son excelentes y muy dedicados con el aprendizaje de sus alumnos y cuando me toman fotos 🤣Hoy fueron 2.250 mt, nada mal para un lunes!!Linda noche;718 likes;;March 11, 2019
carolruizgranados;☀️Chillin’☀️;774 likes;;March 4, 2019
carolruizgranados;Hoy madrugamos más que de costumbre para que rindiera!! 80km + 50 min de runnin!! Y lista para disfrutar de nuestra Batalla de Flores!🌺🌺🌺🌺;618 likes;;March 2, 2019
carolruizgranados;🌸GRL PWR 🌸 Les deseo un PINK miércoles!! 45 min indoor cycling;580 likes;;February 27, 2019
carolruizgranados;Terminamos semana con 2100 mts y el 💛 en la boca en mi @nuotoacuario - #vamosaethos al #MorganChallenge en SAI con @xportiva;611 likes;;February 24, 2019
carolruizgranados;Hoy fue día de test: 40 km a pura pierna, nada de chupar rueda, solita para un promedio de 31 kmh, creo que nada mal para apenas haber completado 3 semanas de entrenamiento con el @aethosport y súper feliz y motivada y pues a quién no le encanta estrenar!!!!... Hoy modo azul turqui: medias, guantes, y uniforme de @suarezclothing y me encanta que tengamos un licra totalmente azul porque es muy fácil de combinar con todo y qué me dicen de mis #JulboAerospeed azules de @julbocolombia que también se unen a #MyPerfectMatch••#HowWeLIV#LivBeyond#mujeresLIV#LivAmbassador#HolaSuarez#ADNsuarez#suarezclothing#poderfemenino#vamosaethos #GRLPWR•••#bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #ironman703 #thisiswhywerace #GFSN #morganchallenge #YoVeoconJulbo #JulboColombia #Julbo;816 likes;;February 23, 2019
carolruizgranados;Quiero compartir con ustedes la nueva buena 2019 📣:Soy embajadora JULBO!!.🕶Así que de ahora en adelante en todas mis rodadas me acompañarán mis #JulboAerospeed, así cuido mis ojitos del sol, de la brisa y de cuanto insecto volador. Desde hace tiempo estaba buscando unas gafas que no sólo fueran ultra livianas y hermosas, sino que además tuvieran el lente fotocromático para que se aclararan y oscurecieran de acuerdo con la intensidad de la luz y por fin las encontré!! 🧡 Miren las otras fotitos para que vean cómo va cambiando de color el lente a medida que va saliendo el sol. Gracias @julbocolombia por su apoyo!! #YoVeoConJulbo #Julbo #JulboColombia #EmbajadorJulbo #PhotochromicSunglasses #lentefotocromatico #bike #cyclist #cycling #trilife #SwimBikeRun #tri #triathlon #triathlontraining #thisiswhywerace #ironman703;588 likes;;February 16, 2019
carolruizgranados;Feliz viernes!!! Y buen fin de semana cargado de mucha energía ⚡️⚡️⚡️ -Y muchos éxitos para quienes hoy ya arrancaron su competencia en el UltraMan Florida #UMFL en especial @titocrissien @kapi_trainingforultraman y @aethosheadcoach que participa como chief coach de @fhermarq un aetho! 💛;752 likes;;February 15, 2019
eyaar;✅✅☀️;407 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/p1080x1080/89443464_628052108047787_7392296429990564183_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=-Ag2Nd4Fv_AAX89xEgv&oh=3ae82bb6e1982fc9333449a56f4e3576&oe=5E954B1D;1 day ago
eyaar;Este man nos enseña mas de lo que nosotros a el💪🏼😍 #babywalf;321 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/84352739_301356420824852_8440828356159495490_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mv13oPK5NkIAX9DCFD3&oh=922badad17a56f95aa597bd74370292e&oe=5E8E65E9;February 26
eyaar;Mi motorsito 💪🏼 #babywalf;509 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/82607159_181351916412366_8626810797857011666_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=dS4YWVsbVt0AX9mXCO-&oh=16b7215cc6d07d220b9e6fd79f86d6cf&oe=5EA6710D;February 2
eyaar;"-Me, I want what's coming to me.""Oh, well... what's coming to you?""-The world, Chico, and everything in it.";340 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/80806545_177400766708470_2743063313305004007_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=zO9-4KzAShMAX-MozQD&oh=e18d06977c66abe775b3bc45861f52c4&oe=5E9404CE;January 12
eyaar;Life is like riding a bicycle, to keep your balance you must keep moving forward;218 likes;;January 4
eyaar;Si la mente lo cree, el cuerpo obedece. 150kms al lado de mi partner ✅🏆💪🏼;162 likes;;December 19, 2019
eyaar;La familia el amor mas grande💪🏼;257 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/75208744_720683418420663_2844583112694075846_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=EIZMVHr2C6cAX_YPKR_&oh=808c1272fa32d2939cc446a33b64efcd&oe=5E90D849;December 18, 2019
eyaar;Enfócate en tus metas y lo demás llega por añadidura🏆;410 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/75676757_443094066351945_5630693398034202139_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=vXelmZ4GAcgAX8U1PVt&oh=7e8dfef93640b556c1652db69e031385&oe=5E9AFEFE;November 25, 2019
eyaar;Everybody wants to be a beast, until it's time to do what real beasts do. #1🏆;248 likes;;November 19, 2019
eyaar;Weekend getaway🏆;575 likes;;November 17, 2019
eyaar;Got it💣💣 #tbt;302 likes;;November 14, 2019
eyaar;Siempre hay una meta donde todos queremos llegar pero solo pocos priorizan y la cumplen. 💪🏼💪🏼;240 likes;;November 10, 2019
eyaar;Suffer now, enjoy later💪🏼👊🏽#tb;269 likes;;October 14, 2019
eyaar;Atrasado y con mala resolucion pero con altura💪🏼 #babywalf #nolequitalosojosalpudin;559 likes;;September 23, 2019
eyaar;West view👾#tb;264 likes;;August 26, 2019
eyaar;Entre mas grandes sean tus metas, mas grandes serán tus logros #familytime;357 likes;;August 24, 2019
eyaar;Gracias por darnos tanta felicidad, te amamos❤️💪🏼 #babywalf;435 likes;;August 23, 2019
eyaar;Apunta a tus metas y veras como se acercan cada vez mas💪🏼 #vacation #People #Crowd #Night #Metropolitan_area #Snapshot #Public_space #Street #City #Urban_area #Pedestrian #Event #Metropolis #Bazaar #Building #Vacation #Tourism #Market #Leisure #Downtown #Road #newyorkcity;439 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/67182717_485927002196535_5408066903458386980_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=R6JowyZ9fFcAX8echQF&oh=9ffb55254616b11cc1170a6e7eb04319&oe=5E94F9F0;August 20, 2019
eyaar;Relax con el loquillo☀️#babywalf;560 likes;;July 31, 2019
eyaar;Analiza;367 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/62500941_315505762692459_7720994328840867256_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=qg95O19Eu7QAX81dxUg&oh=152bb88b72f8c1e9c89859581948083a&oe=5E9AE69A;June 9, 2019
eyaar;Los hermanos que no elegí pero si preferí💪🏼;903 likes;;May 15, 2019
eyaar;Subida a minca con un gran combo, unas caras nuevas y otras de siempre pero se sufrió cada metro de esa subida. Espero poderla repetir en mejores condiciones pero es una ruta que nunca olvidare 💪🏼💪🏼💪🏼 #volviendofuerte #trilife;443 likes;;April 19, 2019
eyaar;Una vez mas sufriendo a mi lado💪🏼;329 likes;;January 19, 2019
eyaar;El deporte crea lazos fuertes y cuando es con tu familia son inexplicables💪🏼💪🏼#10yearchallenge;328 likes;;January 15, 2019
eyaar;Un paso al futuro💪🏼💪🏼;350 likes;;January 12, 2019
eyaar;140kms suave pero en familia, lo mejor!!! Vamos por mas 💪🏼💪🏼 #dimelomillo #babywalf #trilife #triathlon #ironman;364 likes;;December 17, 2018
eyaar;Ultimo entreno fuerte antes del @ironman70.3cartagena 💪🏼#trilife;485 likes;;November 25, 2018
eyaar;Partner por el nuevo reto que se te viene, se que la vas a reventar firme 💪🏼💪🏼;295 likes;;October 31, 2018
eyaar;Con toda 💪🏼 #ironmanctg2018 ahi vamos🚤;395 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/43986222_179402476321718_3853867338090957359_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=4wHNl4xgVsYAX-Mxc60&oh=a3bd5ae8b8f5e34b1bc2e4035a75b463&oe=5E8F46B7;October 20, 2018
eyaar;🚤;541 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/43817465_181687769410556_185046668533138623_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=tYr9AjEGYvQAX_FhPsc&oh=afbef26b1c95b1c4dca735c0adddc5fc&oe=5E96BE30;October 16, 2018
eyaar;Power #trumptower #tb;694 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/41744215_1826879350730424_8204987517108191250_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Z-FCQVCnsjAAX-vkJbS&oh=1908a104592afba5bc984d00c6af4405&oe=5E95CFCE;October 1, 2018
eyaar;Sonrie;488 likes;;September 16, 2018
eyaar;Descubrí una app que te permite ganar dinero desde cualquier lugar. ¡Para @odesyapp no existen fronteras, horarios o límites!;576 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/40917189_281535059333059_2487583848073077868_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=iilnq7zURHgAX8ndPak&oh=8ef99bc06e7f77065d29b2cf7037ffe3&oe=5E92CC8D;September 10, 2018
eyaar;Compartiendo lo que mas nos gusta, te amo papi💪🏼💪🏼 120kms #planeando #ironmanctg2018;462 likes;;September 1, 2018
eyaar;🎩🎩;837 likes;;August 20, 2018
eyaar;Cuando el cuerpo te dice que “NO” pero tu mente quiere un poco mas💪🏼 ————————————————————-#triathlon #ironman3 #ironmantri #pain #gain #cycling #ironmanctg703;434 likes;;August 19, 2018
eyaar;Una vez mas con mi partner dándonos biela 💪🏼💪🏼;410 likes;;August 18, 2018
eyaar;#ganacondoria;408 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/37527291_305822533321212_4493348914824478720_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=NPq4D1_fCKAAX9Z26jp&oh=3d9cf4eb0e9b5588e07a9f63a284b882&oe=5E9702CC;July 28, 2018
eyaar;🤙🏾🤙🏾🤙🏾;683 likes;;July 13, 2018
eyaar;Focus on your dreams💥#newcolection  @imfitworld;695 likes;;July 9, 2018
eyaar;Con la mirada en alto💪🏼 @imfitworld nueva colección!!!;569 likes;;July 5, 2018
eyaar;Entrenando con la mejor tecnologia @imfitworld @asics @garmin_colombia ——————————————#ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri;529 likes;;July 2, 2018
eyaar;Personas que motivan 💪🏼💪🏼;312 likes;;May 27, 2018
eyaar;Feliz día hermosa, siempre con nosotros❤️;341 likes;;May 13, 2018
eyaar;If it’s hurting me, it’s killing them—————————————————#ironmanperu703 #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri;458 likes;;May 3, 2018
eyaar;Fuerza ya estamos por llegar!!! 💪🏼💪🏼 ———————————————-#ironmanperu703 #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri #imfitworld #imfitworldfamily;761 likes;;March 24, 2018
eyaar;Los mejores deseos para este nuevo camino 💪🏼💪🏼💪🏼;652 likes;;March 21, 2018
eyaar;En familia es mejor 💪🏼💪🏼💪🏼;441 likes;;March 19, 2018
eyaar;🛳;805 likes;;March 10, 2018
eyaar;Buena rodada con compañía inesperada.;339 likes;;March 7, 2018
eyaar;No importa lo duro que sea o si empeora, yo lo voy a lograr💪🏼💪🏼💪🏼. ———————————————————————— #ironaman703 #triathlon #tedaalas #redbull #brick #bike #run #discipline #focus;570 likes;;March 4, 2018
eyaar;Family time ❤️;651 likes;;February 23, 2018
eyaar;#tbt Motivación al 100 💪🏼 #911 #vamospormas #ironman703 #tri  #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri;444 likes;;February 15, 2018
eyaar;No pain no gain 💪🏼 @spinningcentergym #actitudspinning  #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri;514 likes;;January 27, 2018
eyaar;Penka cycling team activo 🚴🏾💪🏼 #thriatlonagainstcancer #ironman703 #granfondo #swim #bike #run;289 likes;;January 22, 2018
eyaar;Never forget💪🏼. #ironmanctg2017 #ironman703  #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantriatlon;456 likes;;January 15, 2018
eyaar;Despues de 120kms excelente clima💪🏼💪🏼 #vamospormas;370 likes;https://scontent-bog1-1.cdninstagram.com/v/t51.2885-15/e35/26072372_2010228422526345_5609445906706333696_n.jpg?_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=6tGmPOkN_8IAX8RusNT&oh=a881927ad2ca031b8b715dfc286393dd&oe=5E969B8B;January 7, 2018
eyaar;Mi partner y ejemplo a seguir #teamyaar;366 likes;;December 19, 2017
eyaar;#tbt #mostrovamosabog #esova;468 likes;;December 14, 2017
eyaar;Las pequeñas acciones generan grandes recompensas #olimpico #ironman3 #ironmantri #ironmantraining #swim #bike #run #ironmantri #focus #pain  #mmb #ironmantraining #ironmn703 #run #halfmarathon #ironmantri;415 likes;;November 24, 2017
